Timestamp,LED,Distance_mm,Avg_IR,Avg_Red,Samples
2025-07-10T13:38:48.340876,blue,20,7.82,1.72,60
2025-07-10T13:38:48.340876,blue,20,7.87,1.57,70
2025-07-10T13:38:48.341890,blue,20,7.84,1.55,80
2025-07-10T13:38:48.341890,blue,20,7.86,1.47,90
2025-07-10T13:38:48.341890,blue,20,7.85,1.55,100
2025-07-10T13:38:48.341890,blue,20,7.96,1.55,110
2025-07-10T13:38:48.341890,blue,20,7.93,1.58,120
2025-07-10T13:38:48.341890,blue,20,7.92,1.52,130
2025-07-10T13:38:48.342891,blue,20,7.93,1.47,140
2025-07-10T13:38:48.342891,blue,20,7.89,1.47,150
2025-07-10T13:38:48.342891,blue,20,7.93,1.47,160
2025-07-10T13:38:48.342891,blue,20,7.95,1.48,170
2025-07-10T13:38:48.342891,blue,20,7.94,1.43,180
2025-07-10T13:38:48.342891,blue,20,7.88,1.38,190
2025-07-10T13:38:48.344035,blue,20,7.91,1.41,200
2025-07-10T13:38:48.344035,blue,20,7.9,1.4,210
2025-07-10T13:38:48.344035,blue,20,7.92,1.35,220
2025-07-10T13:38:48.345052,blue,20,7.93,1.34,230
2025-07-10T13:38:48.345052,blue,20,7.93,1.35,240
2025-07-10T13:38:48.345052,blue,20,7.95,1.37,250
2025-07-10T13:38:48.346209,blue,20,7.98,1.38,260
